"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"Ino80d",2211.31639224913,0.296600695322723,0.147328860797468,2.01318800482994,0.0440948546694068,0.840308379594886,"Ino80d"
"Ino80dos",35.6747508231366,0.100860494762436,0.366968334258315,0.27484795102631,0.783433056604685,0.999829069205013,"Ino80dos"
"Ino80e",1189.67470111344,-0.0670318948893593,0.0970624730187128,-0.69060567698946,0.489813378911791,0.996582700101363,"Ino80e"
"Inpp1",472.398879042738,0.252511001636794,0.175347713716789,1.44005870555366,0.149850790799512,0.911585747946439,"Inpp1"
"Inpp4a",1738.19970160863,0.161276243635977,0.17515888451207,0.920742582285992,0.357184838630692,0.974979859025321,"Inpp4a"
"Inpp4b",200.98212967825,-0.013486481879462,0.656681667150125,-0.0205373205224243,0.983614740876283,0.999829069205013,"Inpp4b"
"Inpp5a",995.179702047976,0.14883425125918,0.13879121151711,1.07236077581779,0.283558018582502,0.958663210544153,"Inpp5a"
"Inpp5b",1079.14968457959,0.1467692866904,0.0990244064964138,1.48215265188906,0.138299681744255,0.909323823784213,"Inpp5b"
"Inpp5d",5790.2234662615,0.0901807750820666,0.13300080944438,0.678046813841231,0.497742011545932,0.998499461675996,"Inpp5d"
"Inpp5e",620.859999177658,0.044094690510336,0.0954236580373532,0.462093902259284,0.64401398280633,0.999829069205013,"Inpp5e"
"Inpp5f",1190.65798065166,0.181653547349229,0.20244733124379,0.897287932783265,0.369565293946413,0.974979859025321,"Inpp5f"
"Inpp5j",83.4690730257594,0.211532288488828,0.36862828289399,0.573836296087082,0.566078584681555,0.999829069205013,"Inpp5j"
